CVE ID,Hash value,CWE ID,Software,Type of patch statements,Patch statement function,Critical variables,Vulnerability-triggered function,Vulnerability-triggered line numbers,Vulnerability-triggered statements,Type of vulnerability-triggered statements,List of functions from to-be-patched function to vulnerability-triggered function,Cross-function or not,Type of cross-function vulnerabilities,The number of cross-function layers
CVE-2016-8669,3592fe0c919cf27a81d8e9f9b4f269553418bb01,CWE-369,QEMU,P-10;,serial_update_parameters,"[""s"", ""divider""]",serial_update_parameters,183,"[""s->char_transmit_time= (NANOSECONDS_PER_SECOND / speed) * frame_size;""]",T-17;,serial_update_parameters,No,None,1
CVE-2018-1002209,5d2fc16a1976e5bf78d2927b012f67a2ae047a98,CWE-22,QuaZIP,P-4;,JlCompress::extractDir,"[""absFilePath""]",JlCompress::extractDir,380,"[""extracted.append(absFilePath);""]",T-6;,JlCompress::extractDir,No,None,1
CVE-2018-12559,afc4f8315d3e96574925fb530a7004cc9e6ce3d3,CWE-22,Cantata,"P-3;
P-11;",Mounter::mount,"[""mp""]",Mounter::mount,"[138, 301]","[""proc->setProperty(\""mp\"", mountPoint);"", ""mounter()->mount(det.url.toString(), mountPoint(details, true), getuid(), getgid(), getpid());""]",T-6;,Mounter::mount,No,None,1
CVE-2017-7865,2080bc33717955a0e4268e738acf8c1eeddbf8cb,CWE-787,FFmpeg,"P-9;
P-10;",avcodec_align_dimensions2,"[""w_align"", ""h_align""]",avcodec_align_dimensions2,414,"[""* width= FFALIGN(* width, w_align);"", ""* height= FFALIGN(* height, h_align);""]",T-1;,avcodec_align_dimensions2,No,None,1
CVE-2017-7866,e371f031b942d73e02c090170975561fabd5c264,CWE-787,FFmpeg,"P-2;
P-4;
P-10;",decode_zbuf,"[""buf_size""]",decode_zbuf,456,"[""ret= inflate(& zstream, Z_PARTIAL_FLUSH);""]",T-1;,decode_zbuf,No,None,1
CVE-2017-7870,62a97e6a561ce65e88d4c537a1b82c336f012722,CWE-787,LibreOffice,"P-10;
P-11;","ImplPolygon::ImplSplit
Polygon::Insert","[""nPos""]",Polygon::Insert,1476,"[""mpImplPolygon->mpPointAry[nPos]= rPt;""]",T-2;,Polygon::Insert,No,None,1
CVE-2017-7875,f7a547b7ef8fc8ebdeaa4c28515c9d72e592fb6d,CWE-787,feh,P-6;,enl_ipc_get,"[""len""]",enl_ipc_get,"[814, 818]","[""strcat(message, buff);"", ""strcpy(message, buff);""]",T-1;,enl_ipc_get,No,None,1
CVE-2017-8105,f958c48ee431bef8d4d466b40c9cb2d4dbcb7791,CWE-787,FreeType2,P-9;,t1_decoder_parse_charstrings,"[""builder""]",t1_builder_add_point,1626,"[""outline->n_points++;""]",T-3;,"t1_decoder_parse_charstrings
t1_builder_add_point",Yes,caller type,2
CVE-2016-10189,701ab8129ba9ea64f569daedca9a8603abad740f,CWE-476,BitlBee,P-10;,imcb_file_send_start,"[""bu""]",imcb_file_send_start,34,"[""return bee->ui->ft_in_start(bee, bu, file_name, file_size);""]",T-15;,imcb_file_send_start,No,None,1
CVE-2016-10210,3119b232c9c453c98d8fa8b6ae4e37ba18117cd4,CWE-476,YARA,"P-4;
P-10;","yy_get_next_buffer
re_yyensure_buffer_stack
re_yyget_lineno
re_yyget_column
re_yylex_init_extra
read_escaped_char","[""char"", ""* text""]",,1296,"[""LEX_ENV->class_vector[c / 8]|= 1 << c % 8;""]",T-15;,"read_escaped_char
",No,None,1
CVE-2016-10218,d621292fb2c8157d9899dcd83fd04dd250e30fe4,CWE-476,ghostpdl,"P-9;
P-11;",pdf14_pop_transparency_group,"[""nos""]",pdf14_pop_transparency_group,1069,"[""nos_num_color_comp= nos->parent_color_info_procs->num_components - nos->num_spots;""]",T-14;,pdf14_pop_transparency_group,No,None,1
CVE-2016-10248,2e82fa00466ae525339754bb3ab0a0474a31d4bd,CWE-476,JasPer,"P-3;
P-11;",jpc_tsfb_synthesize,"[""a""]",jpc_tsfb_synthesize,152,"[""jas_seq2d_getref(a, jas_seq2d_xstart(a), jas_seq2d_ystart(a)),;""]",T-15;,jpc_tsfb_synthesize,No,None,1
CVE-2016-10250,bdfe95a6e81ffb4b2fad31a76b57943695beed20,CWE-476,JasPer,"P-2;
P-4;","jp2_box_get
jp2_box_dump","[""box"", ""ops""]",jp2_box_get,260,"[""box->ops= & boxinfo->ops;""]",T-14;,jp2_box_get,No,None,1
CVE-2015-6031,79cca974a4c2ab1199786732a67ff6d898051b78,CWE-119,miniupnp,P-9;,IGDstartelt,"[""l""]",IGDstartelt,18,"[""memcpy(datas->cureltname, name, l);"", ""datas->cureltname[l]= '\\0';""]",T-1;,IGDstartelt,No,None,1
CVE-2017-1000494,7aeb624b44f86d335841242ff427433190e7168a,CWE-119,miniupnp,"P-1;
P-3;",ParseNameValue,"[""data""]",parseelt,156,"[""data= ++p->xml;""]",T-3;,"ParseNameValue
parsexml
parseelt",Yes,caller type,3
CVE-2016-10504,397f62c0a838e15d667ef50e27d5d011d2c79c04,CWE-119,openjpeg,P-2;,opj_tcd_code_block_enc_allocate_data,"[""l_data_size""]",opj_tcd_code_block_enc_allocate_data,209,"[""* mqc->bp= (OPJ_BYTE) (mqc->c >> 19);""]",T-3;,"opj_tcd_init_encode_tile
opj_tcd_init_tile
opj_tcd_code_block_enc_allocate_data",Yes,callee type,3
CVE-2017-14164,dcac91b8c72f743bda7dbfa9032356bc8110098a,CWE-119,openjpeg,"P-9;
P-10;
P-11;","opj_j2k_write_tlm
opj_j2k_write_sot
opj_j2k_write_first_tile_part
opj_j2k_write_all_tile_parts","[""p_total_data_size""]",opj_write_bytes,"[53, 64]","[""memcpy(p_buffer, l_data_ptr, p_nb_bytes);"", ""* (p_buffer++)= * (l_data_ptr--);""]",T-3;,"opj_j2k_write_sot
opj_write_bytes",Yes,caller type,2
CVE-2013-2127,2f912f5b33582961b1cdbd9fd828589f8b78f21d,CWE-119,LibRaw,"P-1;
P-2;
P-9;
P-10;","LibRaw::subtract_black
LibRaw::exp_bef
LibRaw::dcraw_process","[""C"", ""data_maximum"", ""maximum""]",LibRaw::exp_bef,2424,"[""C.data_maximum= lut[C.data_maximum];"", ""C.maximum= lut[C.maximum];""]",T-2;,LibRaw::exp_bef,No,None,1
CVE-2017-14608,d13e8f6d1e987b7491182040a188c16a395f1d21,CWE-125,LibRaw,"P-1;
P-3;
P-9;
P-10;",kodak_65000_load_raw,"[""ret"", ""buf [ ]"", ""pred [ ]""]",kodak_65000_load_raw,3532,"[""if ((RAW(row, col + i)= curve[ret ? buf[i] : (pred[i & 1]+= buf[i])]) >> 12) derror();""]",T-2;,kodak_65000_load_raw,No,None,1
CVE-2017-16910,5563e6ddc3f7cb93d98b491194ceebdee7288d36,CWE-125,LibRaw,"P-1;
P-2;
P-3;
P-9;","xtrans_interpolate
","[""width；height""]",xtrans_interpolate,"[7098, 7102]","[""hex= allhex[row % 3][col % 3][0];"", ""val= pix[hex[c]][1];""]",T-2;,xtrans_interpolate,No,None,1
CVE-2017-6886,d7c3d2cb460be10a3ea7b32e9443a83c243b2251,CWE-119,LibRaw,"P-9;
P-10;","parse_tiff_ifd
parse_jpeg
","[""len""]",parse_tiff_ifd,13185,"[""if (fread(cbuf, 1, len, ifp) != len);""]",T-1;,parse_tiff_ifd,No,None,1
CVE-2018-10529,f0c505a3e5d47989a5f69be2d0d4f250af6b1a6c,CWE-125,LibRaw,"P-1;
P-3;
P-5;
P-9;","x3f_property_s
x3f_get4 
free_camf_entry
x3f_load_property_list ","[""P"", ""name_offset"", ""value_offset""]",x3f_load_property_list,"[1631, 1632]","[""P->name= ((utf16_t *) PL->data + P->name_offset);"", ""P->value= ((utf16_t *) PL->data + P->value_offset);""]",T-3;,x3f_load_property_list,No,None,1
CVE-2018-5805,9f26ce37f5be86ea11bfc6831366558650b1f6ff,CWE-787,LibRaw,"P-2;
P-9;
P-10;","leaf_hdr_load_raw
identify","[""width"", ""height"", ""tiff_bps"", ""i"", ""load_raw"", ""top_margin"", ""raw_height"", ""mask"", ""filters""]",leaf_hdr_load_raw,"[2388, 2905]","[""image[row * width + col][c]= pixel[col + left_margin];"", ""val= ((pixel[row - 1][col - 1] + 2 * pixel[row - 1][col + 1] + pixel[row][col - 2]) >> 2) + gstep[getbits(4)];""]",T-2;,leaf_hdr_load_raw,No,None,1
CVE-2017-14225,837cb4325b712ff1aab531bf41668933f61d75d2,CWE-476,Ffmpeg,"P-1;
P-3;
P-7;
P-9;","print_pkt_side_data
show_frame
show_stream","[""frame"", ""color_primaries"", ""par""]",show_frame,"[2120, 2520]","[""print_str(\""color_primaries\"", av_color_primaries_name(frame->color_primaries));"", ""print_str(\""color_primaries\"", av_color_primaries_name(par->color_primaries));""]",T-15;,show_frame,No,None,1
CVE-2017-9608,0a709e2a10b8288a0cc383547924ecfe285cef89,CWE-476,FFmpeg,"P-1;
P-2;
P-5;
P-10;",dnxhd_find_frame_end,"[""dctx"", ""remaining""]",dnxhd_parse,138,"[""if (ff_combine_frame(pc, next, & buf, & buf_size) < 0) {;""]",T-15;,"dnxhd_find_frame_end
dnxhd_parse",Yes,callee type,2
CVE-2017-9608,611b35627488a8d0763e75c25ee0875c5b7987dd,CWE-476,FFmpeg,"P-1;
P-2;
P-5;
P-10;",dnxhd_find_frame_end,"[""dctx"", ""remaining""]",dnxhd_parse,138,"[""if (ff_combine_frame(pc, next, & buf, & buf_size) < 0) {;""]",T-15;,"dnxhd_find_frame_end
dnxhd_parse",Yes,callee type,2
CVE-2017-9608,31c1c0b46a7021802c3d1d18039fca30dba5a14e,CWE-476,FFmpeg,"P-1;
P-2;
P-5;
P-10;",dnxhd_find_frame_end,"[""dctx"", ""remaining""]",dnxhd_parse,138,"[""if (ff_combine_frame(pc, next, & buf, & buf_size) < 0) {;""]",T-15;,"dnxhd_find_frame_end
dnxhd_parse",Yes,callee type,2
CVE-2018-13303,00e8181bd97c834fe60751b0c511d4bb97875f78,CWE-476,FFmpeg,"P-1;
P-4;
P-9;",avpriv_ac3_parse_header,"[""gb""]",get_bits,135,"[""if (s->bit_index= == 0) {;""]",T-14;,"avpriv_ac3_parse_header
ff_ac3_parse_header
get_bits",Yes,caller type,3
CVE-2019-11338,54655623a82632e7624714d7b2a3e039dc5faa7e,CWE-476,FFmpeg,P-9;,"hls_slice_header
decode_nal_unit
","[""sh"", ""first_slice_in_pic_flag""]",hls_slice_header,491,"[""if ((IS_IDR(s) || IS_BLA(s)) && sh->first_slice_in_pic_flag) {;""]",T-14;,"decode_nal_unit
hls_slice_header",Yes,caller type,2
CVE-2015-4002,9a59029bc218b48eff8b5d4dde5662fd79d3e1a8,CWE-119,linux,"P-2;
P-6;
P-10;",oz_usb_handle_ep_data,"[""n"", ""body"", ""unit_size"", ""len"", ""oz_multiple_fixed""]",oz_usb_handle_ep_data,334,"[""while (n--) {;""]",T-7;,oz_usb_handle_ep_data,No,None,1
CVE-2015-4002,d114b9fe78c8d6fc6e70808c2092aa307c36dc8e,CWE-119,linux,"P-1;
P-5;",oz_usb_rx,"[""data_len""]",oz_usb_rx,401,"[""oz_hcd_get_desc_cnf(usb_ctx->hport, body->req_id, body->rcode, body->data, data_len, offs, total_size);""]",T-1;,oz_usb_rx,No,None,1
CVE-2015-4003,04bf464a5dfd9ade0dda918e44366c2c61fce80b,CWE-189,linux,"P-1;
P-5;
P-9;",oz_usb_handle_ep_data,"[""body"", ""unit_size"", ""n""]",oz_usb_handle_ep_data,330,"[""int n= (len - sizeof (struct oz_multiple_fixed) + 1) / body->unit_size;""]",T-17;,oz_usb_handle_ep_data,No,None,1
CVE-2015-4036,59c816c1f24df0204e01851431d3bab3eb76719c,CWE-119,linux,"P-2;
P-6;
P-10;","vhost_scsi_send_evt
vhost_scsi_make_tpg","[""tpgt""]",vhost_scsi_make_tpg,2142,"[""ret= core_tpg_register(& vhost_scsi_fabric_configfs->tf_ops, wwn, & tpg->se_tpg, tpg, TRANSPORT_TPG_TYPE_NORMAL);""]",T-1;,vhost_scsi_make_tpg,No,None,1
CVE-2015-5156,48900cb6af4282fa0fb6ff4d72a81aa3dadb5c39,CWE-119,linux,P-2;,virtnet_probe,"[""dev"", ""features""]",skb_to_sgvec,3429,"[""sg_mark_end(& sg[nsg - 1]);""]",T-2;,"virtnet_probe
try_fill_recv
add_recvbuf_small
skb_to_sgvec",Yes,caller type,4
CVE-2015-5327,cc25b994acfbc901429da682d0f73c190e960206,CWE-125,linux,"P-2;
P-9;
P-10;",x509_decode_time,"[""month_lengths"", ""mon""]",x509_decode_time,534,"[""mon_len= month_lengths[mon];""]",T-2;,x509_decode_time,No,None,1
CVE-2016-2070,8b8a321ff72c785ed5e8b4cf6eda20b35d427390,CWE-189,linux,P-9;,tcp_cwnd_reduction,"[""newly_acked_sacked""]",tcp_cwnd_reduction,2485,"[""sndcnt= div_u64(dividend, tp->prior_cwnd) - tp->prr_out;""]",T-17;,tcp_cwnd_reduction,No,None,1
CVE-2018-1999010,cced03dd667a5df6df8fd40d8de0bff477ee02e8,CWE-125,ffmpeg,"P-2;
P-9;
P-10;","ff_mms_asf_header_parser
","[""* p""]",ff_mms_asf_header_parser,"[""97\n---- \n118"", 126]","[""flags= AV_RL16(p + sizeof (ff_asf_guid) * 3 + 24);"", ""int stream_count= AV_RL16(p + 84), ext_len_count= AV_RL16(p + 86);"", ""skip_bytes+= 4 + AV_RL16(p + skip_bytes + 2);""]",T-3;,ff_mms_asf_header_parser,No,None,1
CVE-2018-1999014,bab0716c7f4793ec42e05a5aa7e80d82a0dd4e75,CWE-125,ffmpeg,P-4;,mxf_parse_structural_metadata,"[""* mxf""]",av_log,361,"[""level+= * (int *) (((uint8_t *) avcl) + avc->log_level_offset_offset);""]",T-3;,"mxf_parse_structural_metadata
av_log",Yes,caller type,2
CVE-2018-1999015,5aba5b89d0b1d73164d3b81764828bb8b20ff32a,CWE-125,ffmpeg,"P-8;
P-9;
P-11;","decode_vop_header
read_quant_matrix_ext
","[""* gb""]",read_quant_matrix_ext,"[2877, 2887, 2894, 2903]","[""v= get_bits(gb, 8);"", ""get_bits(gb, 8);"", ""v= get_bits(gb, 8);"", ""get_bits(gb, 8);""]",T-1;,read_quant_matrix_ext,No,None,1
CVE-2012-1571,1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b,CWE-119,file,"P-6;
P-10;
P-11;","cdf_read_short_sector
cdf_read_short_sector_chain
cdf_read_property_info","[""ss"", ""pos""]",cdf_read_short_sector,"[364, 539]","[""(void) memcpy(((char *) buf) + offs, ((const char *) sst->sst_tab) + pos, len);"", ""scn->sst_tab= calloc(scn->sst_len, ss);""]",T-1;,cdf_read_short_sector,No,None,1
CVE-2014-0238,f97486ef5dc3e8735440edc4fc8808c63e1a3ef0,CWE-119,file,"P-9;
P-10;
P-11;",cdf_read_property_info,"[""i""]",cdf_read_property_info,906,"[""inp[i].pi_str.s_len= l;""]",T-2;,cdf_read_property_info,No,None,1
CVE-2014-2270,447558595a3650db2886cd2f416ad0beba965801,CWE-119,file,"P-10;
P-11;",mget,"[""nbytes"", ""offset""]",mget,1674,"[""if (mcopy(ms, p, m->type, 0, s, offset, nbytes, count)= == - 1);""]",T-1;,mget,No,None,1
CVE-2019-8906,2858eaf99f6cc5aae129bcbf1e24ad160240185f,CWE-125,file,P-4;,do_core_note,"[""pi""]",do_core_note,755,"[""memcpy(& pi, nbuf + doff, descsz);""]",T-1;,do_core_note,No,None,1
CVE-2010-3855,59eb9f8cfe7d1df379a2318316d1f04f80fba54a,CWE-119,freetype2,"P-6;
P-10;",ft_var_readpackedpoints,"[""i""]",ft_var_readpackedpoints,"[162, 172]","[""points[i++]= (FT_UShort) (first+= FT_GET_USHORT());""]",T-2;,ft_var_readpackedpoints,No,None,1
CVE-2012-5668,9b6b5754b57c12b820e01305eb69b8863a161e5a,CWE-119,freetype2,P-1;,_bdf_parse_start,"[""p"", ""font"", ""props_size""]",bdf_free_fon,2543,"[""if (font->props[i].format= == BDF_ATOM);""]",T-2;,"_bdf_parse_start
bdf_load_font
bdf_load_font
bdf_free_fon",Yes,callee type,4
CVE-2012-5669,07bdb6e289c7954e2a533039dc93c1c136099d2d,CWE-119,freetype2,P-10;,_bdf_parse_glyphs,"[""p"", ""glyph_enc""]",_bdf_parse_glyphs,1644,"[""if (_bdf_glyph_modified(p->have, p->glyph_enc));""]",T-1;,_bdf_parse_glyphs,No,None,1
CVE-2012-5670,7f2e4f4f553f6836be7683f66226afac3fa979b8,CWE-119,freetype2,P-9;,_bdf_parse_glyphs,"[""p"", ""glyph_enc""]",_bdf_parse_glyphs,1747,"[""c= line[i];""]",T-2;,_bdf_parse_glyphs,No,None,1
CVE-2014-9656,f0292bb9920aa1dbfed5f53861e7c7a89b35833a,CWE-119,freetype2,P-10;,tt_sbit_decoder_load_image,"[""p""]",tt_sbit_decoder_load_image,1180,"[""p+= 2;""]",T-3;,tt_sbit_decoder_load_image,No,None,1
CVE-2014-9657,eca0f067068020870a429fe91f6329e499390d55,CWE-125,freetype2,P-10;,tt_face_load_hdmx,"[""record_size""]",tt_face_load_hdmx,541,"[""p+= record_size;""]",T-3;,tt_face_load_hdmx,No,None,1
CVE-2014-3144,05ab8f2647e4221cbdb3856dd7d32bd5407316b3,CWE-190,linux,"P-9;
P-10;","__skb_get_nlattr
__skb_get_nlattr_nest","[""skb"", ""len""]",__skb_get_nlattr_nest,"[606, 624, 625]","[""nla= nla_find((struct nlattr *) & skb->data[A], skb->len - A, X);"", ""nla= (struct nlattr *) & skb->data[A];"", ""if (nla->nla_len > A - skb->len) return 0;""]",T-4;,__skb_get_nlattr_nest,No,None,1
CVE-2014-4608,206a81c18401c0cde6e579164f752c4b147324ce,CWE-190,linux,"P-4;
P-10;
P-11;",lzo1x_decompress_safe,"[""t""]",lzo1x_decompress_safe,72,"[""COPY8(op, ip);"", ""(#define COPY8(dst, src) \\ put_unaligned(get_unaligned((const u64 *) (src)), (u64 *) (dst)));""]",T-3;,lzo1x_decompress_safe,No,None,1
CVE-2014-4655,82262a46627bebb0febcc26664746c25cef08563,CWE-190,linux,"P-2;
P-9;
P-11;",snd_ctl_elem_add,"[""card"", ""user_ctl_count""]",snd_ctl_elem_add,1258,"[""card->user_ctl_count++;""]",T-4;,snd_ctl_elem_add,No,None,1
CVE-2014-4656,883a1d49f0d77d30012f114b2e19fc141beb3e8e,CWE-190,linux,"P-9;
P-11;",snd_ctl_add,"[""id"", ""index""]",snd_ctl_add,368,"[""for (idx= 0;"", ""idx < count;"", ""idx++, id.index++, id.numid++);""]",T-4;,snd_ctl_add,No,None,1
CVE-2014-4656,ac902c112d90a89e59916f751c2745f4dbdbb4bd,CWE-190,linux,"P-1;
P-9;",snd_ctl_remove_numid_conflict,"[""card"", ""last_numid""]",snd_ctl_remove_numid_conflict,292,"[""if (kctl->id.numid < card->last_numid + 1 + count && kctl->id.numid + kctl->count > card->last_numid + 1) {;""]",T-4;,snd_ctl_remove_numid_conflict,No,None,1
CVE-2015-5707,451a2886b6bf90e2fb378f7c46c655450fb96e81,CWE-190,linux,P-9;,sg_start_req,"[""iov_count""]",memdup_user,141,"[""if (copy_from_user(p, src, len)) {;""]",T-4;,"sg_start_req
memdup_user",Yes,caller type,2
CVE-2015-5707,fdc81f45e9f57858da6351836507fbcf1b7583ee,CWE-190,linux,"P-4;
P-5;
P-6;
P-9;
P-10;",sg_start_req,"[""iov_count""]",memdup_user,141,"[""if (copy_from_user(p, src, len)) {;""]",T-1;,"sg_start_req
memdup_user",Yes,caller type,2
CVE-2010-3880,22e76c849d505d87c5ecf3d3e6742a65f0ff4860,CWE-835,Linux,"P-2;
P-10;","inet_csk_diag_dump
inet_twsk_diag_dump
inet_diag_dump_reqs","[""bc""]",inet_diag_dump_reqs,358,"[""while (len > 0) {;""]",T-7;,inet_diag_dump_reqs,No,None,1
CVE-2011-2213,eeb1497277d6b1a0a34ed36b97e18f2bd7d6de0d,CWE-835,Linux,"P-2;
P-9;
P-10;","valid_cc
inet_diag_bc_audit","[""op""]",inet_diag_bc_audit,453,"[""while (len > 0) {;""]",T-7;,inet_diag_bc_audit,No,None,1
CVE-2011-4621,f26f9aff6aaf67e9a430d16c266f91b13a5bff64,CWE-835,Linux,P-3;,"update_rq_clock
check_preempt_curr
put_prev_task
schedule","[""rq"", ""skip_clock_update"", ""prev""]",schedule,4089,"[""goto need_resched_nonpreemptible;""]",T-8;,schedule,No,None,1
CVE-2017-18208,6ea8d958a2c95a1d514015d4e29ba21a8c0a1a91,CWE-835,Linux,P-2;,madvise_willneed,"[""prev""]",SYSCALL_DEFINE3,845,"[""for (;"", "") {;""]",T-7;,"madvise_willneed
madvise_vma
SYSCALL_DEFINE3",Yes,callee type,3
CVE-2017-18261,adb4f11e0a8f4e29900adb2b7af28b6bbd5c1fa4,CWE-835,Linux,P-4;,arch_timer_reg_read_stable,"[""无""]",arch_timer_reg_read_stable,63,"[""#define arch_timer_reg_read_stable(reg);""]",T-9;,arch_timer_reg_read_stable,No,None,1
CVE-2017-6214,ccf7abb93af09ad0868ae9033d1ca8108bdaec82,CWE-835,Linux,P-9;,tcp_splice_read,"[""sk"", ""sk_receive_queue""]",tcp_splice_read,745,"[""while (tss.len) {;""]",T-7;,tcp_splice_read,No,None,1
CVE-2017-2647,c06cfb08b88dfbe13be44a69ae2fdc3a7c902d81,CWE-476,linux,"P-2;
P-7;
P-9;","key_default_cmp
keyring_search","[""match_data"", ""cmp""]",keyring_search_iterator,548,"[""if (!ctx->match_data.cmp(key, & ctx->match_data));""]",T-16;,"keyring_search
keyring_search_aux
keyring_search_iterator",Yes,caller type,3
CVE-2017-7374,1b53cf9815bb4744958d41f3795d5d5a1d365e2d,CWE-476,linux,"P-1;
P-3;
P-4;
P-8;
P-9;","validate_user_key
put_crypt_info
fscrypt_get_crypt_info
fscrypt_put_encryption_info
fscrypt_get_encryption_info","[""inode"", ""i_crypt_info"", ""crypt_info"", ""ci_keyring_key""]",fscrypt_get_crypt_info,196,"[""if (!crypt_info->ci_keyring_key || key_validate(crypt_info->ci_keyring_key)= == 0);""]",T-15;,fscrypt_get_crypt_info,No,None,1
CVE-2017-9211,9933e113c2e87a9f46a40fde8dafbf801dca1ab9,CWE-476,linux,"P-2;
P-3;
P-5;
P-7;
P-9;
P-11;","skcipher_setkey_unaligned
skcipher_setkey
crypto_skcipher_init_tfm","[""alg"", ""setkey""]",crypto_skcipher_init_tfm,787,"[""skcipher->setkey= alg->setkey;""]",T-16;,crypto_skcipher_init_tfm,No,None,1
CVE-2018-10074,9903e41ae1f5d50c93f268ca3304d4d7c64b9311,CWE-476,linux,"P-9;
P-11;",hi3660_stub_clk_probe,"[""res""]",hi3660_stub_clk_probe,152,"[""freq_reg= devm_ioremap(dev, res->start, resource_size(res));""]",T-14;,hi3660_stub_clk_probe,No,None,1
CVE-2018-1065,57ebd808a97d7c5b1e1afb937c2db22beba3c1f8,CWE-476,linux,"P-9;
P-11;",arpt_do_table,"[""stackidx""]",arpt_do_table,"[255, 334, 355]","[""jumpstack[stackidx++]= e;""]",T-2;,arpt_do_table,No,None,1
CVE-2014-0207,6d209c1c489457397a5763bca4b28e43aac90391,CWE-119,file,"P-2;
P-8;
P-9;
P-10;",cdf_read_short_sector,"[""len"", ""pos""]",cdf_read_short_sector,361,"[""(void) memcpy(((char *) buf) + offs, ((const char *) sst->sst_tab) + pos, len);""]",T-1;,cdf_read_short_sector,No,None,1
CVE-2011-4604,b5a1eeef04cc7859f34dec9b72ea1b28e4aba07c,CWE-119,linux,P-2;,bat_socket_read,"[""packet_len"", ""socket_packet"", ""icmp_len"", ""count""]",bat_socket_read,139,"[""error= copy_to_user(buf, & socket_packet->icmp_packet, socket_packet->icmp_len);""]",T-1;,bat_socket_read,No,None,1
CVE-2012-2100,d50f2ab6f050311dbf7b8f5501b25f0bf64a439b,CWE-189,linux,"P-2;
P-10;",ext4_fill_flex_info,"[""sbi"", ""s_log_groups_per_flex"", ""groups_per_flex""]",ext4_fill_flex_info,"
2014
","[""groups_per_flex= 1 << sbi->s_log_groups_per_flex;""]",T-4;,ext4_fill_flex_info,No,None,1
CVE-2012-2119,b92946e2919134ebe2a4083e4302236295ea2a73,CWE-119,linux,"P-2;
P-9;","macvtap_get_user
zerocopy_sg_from_iovec","[""count"", ""skb"", ""size"", ""page""]",gup_huge_pud,154,"[""pages[* nr]= page;""]",T-3;,"macvtap_get_user
zerocopy_sg_from_iovec
get_user_pages_fast
gup_pud_range
gup_huge_pud",Yes,caller type,5
CVE-2014-8369,3d32e4dbe71374a6780eaf51d719d76f9a9bf22f,CWE-119,linux,"P-2;
P-8;","kvm_iommu_put_pages
kvm_iommu_map_pages","[""page_size""]",kvm_release_pfn_clean,1460,"[""put_page(pfn_to_page(pfn));""]",T-3;,"kvm_iommu_map_pages
kvm_unpin_pages
kvm_release_pfn_clean",Yes,caller type,3
CVE-2014-8884,f2e323ec96077642d397bb1c355def536d489d16,CWE-119,linux,P-9;,ttusbdecfe_dvbs_diseqc_send_master_cmd,"[""cmd""]",ttusbdecfe_dvbs_diseqc_send_master_cmd,159,"[""memcpy(& b[4], cmd->msg, cmd->msg_len);""]",T-1;,ttusbdecfe_dvbs_diseqc_send_master_cmd,No,None,1
CVE-2014-9683,942080643bce061c3dd9d5718d3b745dcb39a8bc,CWE-189,linux,P-1;,ecryptfs_decode_from_filename,"[""dst"", ""dst_byte_offset""]",ecryptfs_decode_from_filename,1920,"[""dst[dst_byte_offset]= 0;""]",T-2;,ecryptfs_decode_from_filename,No,None,1
CVE-2014-9728,e237ec37ec154564f8690c5bd1795339955eeef9,CWE-119,linux,"P-2;
P-9;",udf_pc_to_char,"[""elen""]",udf_build_ustr_exact,79,"[""memcpy(dest->u_name, ptr + 1, exactsize - 1);""]",T-1;,"udf_pc_to_char
udf_get_filename
udf_build_ustr_exact",Yes,caller type,3
CVE-2014-9728,a1d47b262952a45aae62bd49cfaf33dd76c11a2c,CWE-119,linux,P-9;,udf_symlink_filler,"[""inode"", ""i_size""]",udf_pc_to_char,42,"[""switch (pc->componentType) {;""]",T-3;,"udf_symlink_filler
udf_pc_to_char",Yes,caller type,2
CVE-2015-2666,f84598bd7c851f8b0bf8cd0d7c3be0d73c432ff4,CWE-119,linux,P-10;,get_matching_model_microcode,"[""mc_saved_count"", ""mc_saved_tmp""]",_save_mc,273,"[""struct microcode_header_intel * mc_saved_header= (struct microcode_header_intel *) mc_saved[i];""]",T-3;,"get_matching_model_microcode
_save_mc",Yes,caller type,2
CVE-2015-3214,ee73f656a604d5aa9df86a97102e4e462dd79924,CWE-119,linux,P-9;,pit_ioport_read,"[""s"", ""addr""]",pit_ioport_read,470,"[""s= & pit_state->channels[addr];""]",T-3;,pit_ioport_read,No,None,1
CVE-2015-3331,ccfe8c3f7e52ae83155cb038753f4c75b774ca8a,CWE-119,linux,"P-2;
P-4;", __driver_rfc4106_decrypt,"[""req"", ""cryptlen""]",memcpy_dir,30,"[""memcpy(dst, src, nbytes);""]",T-1;,"__driver_rfc4106_decrypt
scatterwalk_map_and_copy
scatterwalk_copychunks
memcpy_dir",Yes,caller type,4
CVE-2015-4001,b1bb5b49373b61bf9d2c73a4d30058ba6f069e4c,CWE-189,linux,"P-2;
P-4;",oz_hcd_get_desc_cnf,"[""copy_len"", ""offset""]",oz_hcd_get_desc_cnf,770,"[""memcpy(urb->transfer_buffer + offset, desc, copy_len);""]",T-1;,oz_hcd_get_desc_cnf,No,None,1
CVE-2018-10940,9de4ee40547fd315d4a0ed1dd15a2fa3559ad707,CWE-119,linux,P-10;,cdrom_ioctl_media_changed,"[""arg""]",cdrom_ioctl_media_changed,2383,"[""ret= info->slots[arg].change;""]",T-2;,cdrom_ioctl_media_changed,No,None,1
