cve_id,variable,cohort,tier,has_local_rejection,escaped_outside_vff,recovery_source,trigger_found,func_hit,exact_line,explicit_retry_used,rejection_count,rejection_kind,rejection_function,rejection_sink_line,rejection_sink_family,rejection_statement,gt_function,patch_functions,final_trigger_function,final_trigger_line,gt_line,pred_line,first_rejection_line_no,result_dir,log_path
CVE-2017-11719,mb_height,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,1,soft_reject,dnxhd_decode_header,322,memory_write,ctx->mb_scan_index[i] = AV_RB32(buf + 0x170 + (i <,dnxhd_decode_header,dnxhd_decode_header,dnxhd_decode_header,322,323,322,631,/users/azibaeir/Research/Autotrace/results/CVE-2017-11719,/users/azibaeir/Research/Autotrace/logs/CVE-2017-11719.log
CVE-2017-13035,id_len,Layer 1 hard reject,B,True,False,same_function_retry,True,True,False,False,1,hard_reject,isis_print_id,1660,memory_write,"snprintf(pos, sizeof(id) - (pos - id), ""%02x"", *cp",isis_print_id,isis_print_id,isis_print_id,1660,1651,1660,201,/users/azibaeir/Research/Autotrace/results/CVE-2017-13035,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13035.log
CVE-2017-13036,hello_options,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,1,soft_reject,ospf6_decode_v3,0,memory_read,EXTRACT_32BITS(&hellop->hello_options),ospf6_decode_v3,ospf6_decode_v3,ospf6_decode_v3,739,740,739,355,/users/azibaeir/Research/Autotrace/results/CVE-2017-13036,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13036.log
CVE-2017-13055,te_class,Layer 1 hard reject,B,True,False,same_function_retry,True,True,False,False,1,hard_reject,isis_print_is_reach_subtlv,1872,memory_read,"tok2str(diffserv_te_bc_values, ""unknown"", *tptr)",isis_print_is_reach_subtlv,isis_print_is_reach_subtlv,isis_print_is_reach_subtlv,1872,1866,1872,448,/users/azibaeir/Research/Autotrace/results/CVE-2017-13055,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13055.log
CVE-2018-14883,offset,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,1,soft_reject,exif_thumbnail_extract,0,memory_write,ImageInfo->Thumbnail.data = estrndup(offset + Imag,exif_thumbnail_extract,exif_thumbnail_extract,exif_thumbnail_extract,2549,2552,2549,695,/users/azibaeir/Research/Autotrace/results/CVE-2018-14883,/users/azibaeir/Research/Autotrace/logs/CVE-2018-14883.log
CVE-2019-1010315,numChannels,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,1,soft_reject,ParseDsdiffHeaderConfig,245,arithmetic,total_samples = dff_chunk_header.ckDataSize / conf,ParseDsdiffHeaderConfig,ParseDsdiffHeaderConfig,ParseDsdiffHeaderConfig,245,282,245,493,/users/azibaeir/Research/Autotrace/results/CVE-2019-1010315,/users/azibaeir/Research/Autotrace/logs/CVE-2019-1010315.log
CVE-2019-1010315,num_channels,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,1,soft_reject,ParseDsdiffHeaderConfig,284,arithmetic,total_samples = dff_chunk_header.ckDataSize / conf,ParseDsdiffHeaderConfig,ParseDsdiffHeaderConfig,ParseDsdiffHeaderConfig,284,282,284,368,/users/azibaeir/Research/Autotrace/results/CVE-2019-1010315,/users/azibaeir/Research/Autotrace/logs/CVE-2019-1010315.log
CVE-2013-1860,actual_length,Layer 1 hard reject,B,True,False,failure,False,False,False,True,7,hard_reject,wdm_in_callback,0,memory_write,"memmove(desc->ubuf + desc->length, desc->inbuf, de",wdm_in_callback,wdm_in_callback; wdm_post_reset,,0,0,0,708,/users/azibaeir/Research/Autotrace/results/CVE-2013-1860,/users/azibaeir/Research/Autotrace/logs/CVE-2013-1860.log
CVE-2013-1860,length,Layer 1 hard reject,B,True,False,failure,False,False,False,True,7,hard_reject,wdm_in_callback,0,memory_write,"memmove(desc->ubuf + desc->length, desc->inbuf, de",wdm_in_callback,wdm_in_callback; wdm_post_reset,,0,0,0,853,/users/azibaeir/Research/Autotrace/results/CVE-2013-1860,/users/azibaeir/Research/Autotrace/logs/CVE-2013-1860.log
CVE-2017-13000,caplen,Layer 1 soft reject,B,True,True,failure,False,False,False,False,7,soft_reject,lookup_bytestring,0,memory_read,"memcmp((const char *)bs, (const char *)(tp->bs_byt",lookup_bytestring,ieee802_15_4_if_print,,0,0,0,266,/users/azibaeir/Research/Autotrace/results/CVE-2017-13000,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13000.log
CVE-2017-13004,cookie_len,Layer 1 hard reject,B,True,False,failure,False,False,False,True,6,hard_reject,juniper_parse_header,0,memory_read,l2info->proto = EXTRACT_16BITS(p+l2info->cookie_le,juniper_parse_header,juniper_parse_header,,0,0,0,434,/users/azibaeir/Research/Autotrace/results/CVE-2017-13004,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13004.log
CVE-2014-9756,items,Layer 1 soft reject,B,True,True,outward_expansion,True,False,False,False,5,soft_reject,psf_fwrite,362,memory_read,"return psf->vio.read (ptr, bytes*items, psf->vio_u",psf_fwrite,psf_fwrite,alsa_write_float,322,365,322,568,/users/azibaeir/Research/Autotrace/results/CVE-2014-9756,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9756.log
CVE-2010-1084,len,Layer 1 hard reject,B,True,False,failure,False,False,False,False,4,hard_reject,rfcomm_dlc_sysfs_show,0,memory_write,"str += sprintf(str, ""%s %s %ld %d %d %d %d\n"", bat",rfcomm_dlc_sysfs_show,rfcomm_dlc_sysfs_show,,0,0,0,394,/users/azibaeir/Research/Autotrace/results/CVE-2010-1084,/users/azibaeir/Research/Autotrace/logs/CVE-2010-1084.log
CVE-2010-1084,size,Layer 1 hard reject,B,True,False,failure,False,False,False,False,4,hard_reject,rfcomm_dlc_sysfs_show,0,memory_write,"str += sprintf(str, ""%s %s %ld %d %d %d %d\n"", bat",rfcomm_dlc_sysfs_show,rfcomm_dlc_sysfs_show,,0,0,0,172,/users/azibaeir/Research/Autotrace/results/CVE-2010-1084,/users/azibaeir/Research/Autotrace/logs/CVE-2010-1084.log
CVE-2017-13045,tlen,Layer 1 hard reject,B,True,False,failure,False,False,False,True,4,hard_reject,vqp_print,0,memory_read,vqp_obj_type = EXTRACT_32BITS(vqp_obj_tlv->obj_typ,vqp_print,vqp_print,,0,0,0,332,/users/azibaeir/Research/Autotrace/results/CVE-2017-13045,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13045.log
CVE-2017-13054,tlv_len,Layer 1 hard reject,B,True,False,failure,False,False,False,True,4,hard_reject,lldp_private_8023_print,0,memory_read,"ND_PRINT((ndo, ""\n\t    MTU size %u"", EXTRACT_16BI",lldp_private_8023_print,lldp_private_8023_print,,0,0,0,267,/users/azibaeir/Research/Autotrace/results/CVE-2017-13054,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13054.log
CVE-2012-6075,mac_reg,Layer 1 hard reject,B,True,False,failure,False,False,False,True,3,hard_reject,e1000_receive,0,arithmetic,"pci_dma_write(&s->dev, le64_to_cpu(desc.buffer_add",e1000_receive,e1000_receive,,0,0,0,391,/users/azibaeir/Research/Autotrace/results/CVE-2012-6075,/users/azibaeir/Research/Autotrace/logs/CVE-2012-6075.log
CVE-2017-12995,ND_TTEST2,Layer 1 hard reject,B,True,False,failure,False,False,False,False,3,hard_reject,ns_nprint,0,memory_read,while (i && cp < ndo->ndo_snapend) { ... },ns_nprint,ns_nprint,,0,0,0,591,/users/azibaeir/Research/Autotrace/results/CVE-2017-12995,/users/azibaeir/Research/Autotrace/logs/CVE-2017-12995.log
CVE-2017-13004,proto,Layer 1 hard reject,B,True,False,failure,False,False,False,True,3,hard_reject,juniper_parse_header,0,memory_read,l2info->proto = EXTRACT_16BITS(p+l2info->cookie_le,juniper_parse_header,juniper_parse_header,,0,0,0,486,/users/azibaeir/Research/Autotrace/results/CVE-2017-13004,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13004.log
CVE-2013-1773,s,Layer 1 hard reject,B,True,False,failure,False,False,False,False,2,hard_reject,utf8s_to_utf16s,0,memory_read,*op++ = (wchar_t) (SURROGATE_PAIR | ((u >> 10) & S,utf8s_to_utf16s,utf8s_to_utf16s; put_utf16,,0,0,0,348,/users/azibaeir/Research/Autotrace/results/CVE-2013-1773,/users/azibaeir/Research/Autotrace/logs/CVE-2013-1773.log
CVE-2013-1860,ubuf,Layer 1 hard reject,B,True,False,failure,False,False,False,True,2,hard_reject,wdm_in_callback,0,memory_write,"memmove(desc->ubuf + desc->length, desc->inbuf, de",wdm_in_callback,wdm_in_callback; wdm_post_reset,,0,0,0,1306,/users/azibaeir/Research/Autotrace/results/CVE-2013-1860,/users/azibaeir/Research/Autotrace/logs/CVE-2013-1860.log
CVE-2014-9664,cursor,Layer 1 soft reject,B,True,False,failure,False,False,False,True,2,soft_reject,parse_charstrings,212,arithmetic,"FT_MEM_COPY( table->block + table->cursor, object,",ps_table_add,parse_charstrings,,0,0,0,710,/users/azibaeir/Research/Autotrace/results/CVE-2014-9664,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9664.log
CVE-2014-9667,entry,Layer 1 hard reject,B,True,False,failure,False,False,False,False,2,hard_reject,check_table_dir,0,arithmetic,table.Offset + table.Length > stream->size,check_table_dir,check_table_dir; tt_face_load_font_dir,,0,0,0,387,/users/azibaeir/Research/Autotrace/results/CVE-2014-9667,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9667.log
CVE-2017-18216,nd_item,Layer 1 hard reject,B,True,False,failure,False,False,False,True,2,hard_reject,to_o2nm_cluster_from_node,0,arithmetic,return to_o2nm_cluster(node->nd_item.ci_parent->ci,to_o2nm_cluster_from_node,to_o2nm_cluster_from_node; o2nm_node_num_store; o2nm_node_ipv4_address_store; o2nm_node_local_store,,0,0,0,322,/users/azibaeir/Research/Autotrace/results/CVE-2017-18216,/users/azibaeir/Research/Autotrace/logs/CVE-2017-18216.log
CVE-2017-8066,dconf,Layer 1 hard reject,B,True,False,failure,False,False,False,True,2,hard_reject,gs_usb_probe,0,unknown,"rc = usb_control_msg(interface_to_usbdev(intf), us",gs_usb_probe,gs_usb_probe,,0,0,0,397,/users/azibaeir/Research/Autotrace/results/CVE-2017-8066,/users/azibaeir/Research/Autotrace/logs/CVE-2017-8066.log
CVE-2018-11378,txt,Layer 1 hard reject,B,True,False,failure,False,False,False,True,2,hard_reject,wasm_dis,0,memory_write,"snprintf (op->txt + strlen (op->txt), R_ASM_BUFSIZ",wasm_dis,wasm_dis,,0,0,0,433,/users/azibaeir/Research/Autotrace/results/CVE-2018-11378,/users/azibaeir/Research/Autotrace/logs/CVE-2018-11378.log
CVE-2018-16642,colors,Layer 1 hard reject,B,True,False,failure,False,False,False,False,2,hard_reject,InsertRow,0,memory_read,"index=ConstrainColormapIndex(image,(*p >> 6) & 0x3",InsertRow,InsertRow,,0,0,0,483,/users/azibaeir/Research/Autotrace/results/CVE-2018-16642,/users/azibaeir/Research/Autotrace/logs/CVE-2018-16642.log
CVE-2013-1860,wMaxCommand,Layer 1 hard reject,B,True,False,failure,False,False,False,False,1,hard_reject,wdm_in_callback,0,memory_write,"memmove(desc->ubuf + desc->length, desc->inbuf, de",wdm_in_callback,wdm_in_callback; wdm_post_reset,,0,0,0,1213,/users/azibaeir/Research/Autotrace/results/CVE-2013-1860,/users/azibaeir/Research/Autotrace/logs/CVE-2013-1860.log
CVE-2014-9667,Length,Layer 1 hard reject,B,True,False,failure,False,False,False,False,1,hard_reject,check_table_dir,0,arithmetic,entry->Offset + entry->Length > stream->size,check_table_dir,check_table_dir; tt_face_load_font_dir,,0,0,0,478,/users/azibaeir/Research/Autotrace/results/CVE-2014-9667,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9667.log
CVE-2014-9667,Offset,Layer 1 hard reject,B,True,False,failure,False,False,False,False,1,hard_reject,check_table_dir,0,arithmetic,entry->Offset + entry->Length > stream->size,check_table_dir,check_table_dir; tt_face_load_font_dir,,0,0,0,434,/users/azibaeir/Research/Autotrace/results/CVE-2014-9667,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9667.log
CVE-2017-8068,buf,Layer 1 hard reject,B,True,False,failure,False,False,False,False,1,hard_reject,get_registers,0,memory_write,"ret = usb_control_msg(pegasus->usb, usb_rcvctrlpip",get_registers,get_registers; set_registers; set_register,,0,0,0,187,/users/azibaeir/Research/Autotrace/results/CVE-2017-8068,/users/azibaeir/Research/Autotrace/logs/CVE-2017-8068.log
CVE-2020-24370,nextraargs,Layer 1 soft reject,C,True,True,outward_expansion,True,True,True,False,3,soft_reject,luaG_findlocal,205,memory_read,*pos = ci->func - nextra + (n - 1);,upvalname,upvalname; luaG_findlocal,findvararg,192,192,192,180,/users/azibaeir/Research/Autotrace/results/CVE-2020-24370,/users/azibaeir/Research/Autotrace/logs/CVE-2020-24370.log
CVE-2017-13035,cp,Layer 1 hard reject,C,True,False,same_function_retry,True,True,True,False,1,hard_reject,isis_print_id,0,memory_write,"snprintf(pos, sizeof(id) - (pos - id), "".%02x"", *c",isis_print_id,isis_print_id,isis_print_id,1651,1651,1651,249,/users/azibaeir/Research/Autotrace/results/CVE-2017-13035,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13035.log
CVE-2018-19841,dp,Layer 1 soft reject,C,True,False,same_function_retry,True,True,True,False,1,soft_reject,WavpackVerifySingleBlock,1260,memory_read,if (*dp++ != (csum & 0xff) || *dp++ != ((csum >> 8,WavpackVerifySingleBlock,WavpackVerifySingleBlock,WavpackVerifySingleBlock,1215,1215,1215,577,/users/azibaeir/Research/Autotrace/results/CVE-2018-19841,/users/azibaeir/Research/Autotrace/logs/CVE-2018-19841.log
CVE-2014-0238,sh_properties,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,10,soft_reject,cdf_read_property_info,914,arithmetic,"size_t ofs = CDF_GETUINT32(p, (i << 1) + 1);",cdf_read_property_info,cdf_read_property_info,cdf_read_property_info,816,906,816,806,/users/azibaeir/Research/Autotrace/results/CVE-2014-0238,/users/azibaeir/Research/Autotrace/logs/CVE-2014-0238.log
CVE-2015-5707,iov_count,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,9,soft_reject,sg_start_req,1751,memory_read,int size = sizeof(struct iovec) * iov_count;,memdup_user,sg_start_req,sg_start_req,1748,141,1748,240,/users/azibaeir/Research/Autotrace/results/CVE-2015-5707,/users/azibaeir/Research/Autotrace/logs/CVE-2015-5707.log
CVE-2015-0289,sign,Layer 1 soft reject,C,True,True,failure,False,True,False,False,8,soft_reject,PKCS7_dataFinal,748,memory_write,si_sk = p7->d.sign->signer_info;,PKCS7_dataFinal,PKCS7_dataFinal,,0,447,745,979,/users/azibaeir/Research/Autotrace/results/CVE-2015-0289,/users/azibaeir/Research/Autotrace/logs/CVE-2015-0289.log
CVE-2017-13040,opt_len,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,8,soft_reject,mp_dss_print,0,memory_read,if (m->flags & MP_DSS_A) {,mp_dss_print,mp_capable_print; mp_join_print; mp_dss_len; mp_dss_print,mp_dss_len,244,285,244,266,/users/azibaeir/Research/Autotrace/results/CVE-2017-13040,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13040.log
CVE-2010-2959,nframes,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,6,soft_reject,bcm_tx_setup,0,allocation,"op->frames = kmalloc(msg_head->nframes * CFSIZ, GF",bcm_tx_setup,bcm_proc_show; bcm_send_to_user; bcm_rx_update_and_send; bcm_rx_timeout_handler; bcm_rx_thr_flush; bcm_tx_setup; bcm_rx_setup,bcm_tx_setup,977,289,977,828,/users/azibaeir/Research/Autotrace/results/CVE-2010-2959,/users/azibaeir/Research/Autotrace/logs/CVE-2010-2959.log
CVE-2013-4387,proto,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,5,soft_reject,skb_append_datato_frags,1055,memory_write,cork->length += length;,skb_append_datato_frags,ip6_ufo_append_data; ip6_append_data,skb_append_datato_frags,1250,2701,1250,1391,/users/azibaeir/Research/Autotrace/results/CVE-2013-4387,/users/azibaeir/Research/Autotrace/logs/CVE-2013-4387.log
CVE-2015-3331,src,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,5,soft_reject,__driver_rfc4106_decrypt,1158,arithmetic,"scatterwalk_map_and_copy(dst, req->dst, 0, req->cr",memcpy_dir,__driver_rfc4106_decrypt,__driver_rfc4106_decrypt,1183,30,1183,304,/users/azibaeir/Research/Autotrace/results/CVE-2015-3331,/users/azibaeir/Research/Autotrace/logs/CVE-2015-3331.log
CVE-2017-13003,subobj_len,Layer 1 hard reject,C,True,False,same_function_retry,True,True,False,True,5,hard_reject,lmp_print,0,memory_read,subobj_type = EXTRACT_16BITS(obj_tptr+offset)>>8;,lmp_print,lmp_print_data_link_subobjs; lmp_print,lmp_print,580,767,580,289,/users/azibaeir/Research/Autotrace/results/CVE-2017-13003,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13003.log
CVE-2017-6439,size,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,5,soft_reject,parse_bin_node,667,memory_read,if (*object + size > bplist->offset_table),parse_string_node,parse_bin_node,parse_bin_node,660,298,660,548,/users/azibaeir/Research/Autotrace/results/CVE-2017-6439,/users/azibaeir/Research/Autotrace/logs/CVE-2017-6439.log
CVE-2014-4344,length,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,4,soft_reject,acc_ctx_cont,1475,memory_read,if (*ptr == HEADER_ID) {,acc_ctx_cont,acc_ctx_cont,acc_ctx_cont,1475,318,1475,349,/users/azibaeir/Research/Autotrace/results/CVE-2014-4344,/users/azibaeir/Research/Autotrace/logs/CVE-2014-4344.log
CVE-2014-4344,value,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,4,soft_reject,acc_ctx_cont,1477,memory_read,if (*ptr == HEADER_ID) {,acc_ctx_cont,acc_ctx_cont,acc_ctx_cont,1477,318,1477,605,/users/azibaeir/Research/Autotrace/results/CVE-2014-4344,/users/azibaeir/Research/Autotrace/logs/CVE-2014-4344.log
CVE-2017-13013,ar_pro,Layer 1 soft reject,C,True,False,failure,False,True,False,False,4,soft_reject,atmarp_print,254,arithmetic,"ND_PRINT((ndo, ""who-has %s"", ipaddr_string(ndo, AT",getname,tpaddr_print_ip; spaddr_print_ip; atmarp_tpaddr_print; atmarp_spaddr_print; atmarp_print; arp_print,,0,245,255,579,/users/azibaeir/Research/Autotrace/results/CVE-2017-13013,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13013.log
CVE-2012-6704,sk,Layer 1 hard reject,C,True,False,same_function_retry,True,True,False,False,3,hard_reject,sock_setsockopt,0,memory_read,sk->sk_rcvbuf = val * 2;,sock_getsockopt,sock_setsockopt; sock_getsockopt,sock_setsockopt,589,1046,589,658,/users/azibaeir/Research/Autotrace/results/CVE-2012-6704,/users/azibaeir/Research/Autotrace/logs/CVE-2012-6704.log
CVE-2016-2213,tile,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,True,3,soft_reject,jpeg2000_decode_tile,1771,memory_write,s->cdef[s->ncomponents-1] = 0;,write_frame_8,jpeg2000_decode_tile,jpeg2000_decode_tile,1773,1721,1773,317,/users/azibaeir/Research/Autotrace/results/CVE-2016-2213,/users/azibaeir/Research/Autotrace/logs/CVE-2016-2213.log
CVE-2017-13023,bp,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,3,soft_reject,mobility_opt_print,133,arithmetic,ND_TCHECK(bp[i + optlen]);,mobility_opt_print,mobility_opt_print,mobility_opt_print,158,154,158,284,/users/azibaeir/Research/Autotrace/results/CVE-2017-13023,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13023.log
CVE-2017-6347,csum,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,3,soft_reject,ip_cmsg_recv_checksum,121,arithmetic,"csum_partial(skb_transport_header(skb) + tlen, off",do_csum,ip_cmsg_recv_checksum,ip_cmsg_recv_checksum,121,77,121,4177,/users/azibaeir/Research/Autotrace/results/CVE-2017-6347,/users/azibaeir/Research/Autotrace/logs/CVE-2017-6347.log
CVE-2017-6347,ip_summed,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,3,soft_reject,ip_cmsg_recv_checksum,121,arithmetic,"csum_partial(skb_transport_header(skb) + tlen, off",do_csum,ip_cmsg_recv_checksum,ip_cmsg_recv_checksum,121,77,121,4072,/users/azibaeir/Research/Autotrace/results/CVE-2017-6347,/users/azibaeir/Research/Autotrace/logs/CVE-2017-6347.log
CVE-2018-5808,width,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,3,soft_reject,nikon_coolscan_load_raw,1529,memory_read,ip[col][0] = curve[buf[col*3]];,find_green,nikon_coolscan_load_raw; rollei_load_raw; samsung_load_raw; parse_exif; find_green,nikon_coolscan_load_raw,1514,13752,1514,524,/users/azibaeir/Research/Autotrace/results/CVE-2018-5808,/users/azibaeir/Research/Autotrace/logs/CVE-2018-5808.log
CVE-2019-11041,data,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,3,soft_reject,exif_scan_thumbnail,3898,memory_read,"if (memcmp(data, ""\xFF\xD8\xFF"", 3)) {",exif_scan_thumbnail,exif_scan_thumbnail,exif_scan_thumbnail,3898,3915,3898,486,/users/azibaeir/Research/Autotrace/results/CVE-2019-11041,/users/azibaeir/Research/Autotrace/logs/CVE-2019-11041.log
CVE-2019-11041,image_info_type,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,3,soft_reject,exif_scan_thumbnail,3901,memory_read,"if (memcmp(data, ""\xFF\xD8\xFF"", 3)) {",exif_scan_thumbnail,exif_scan_thumbnail,exif_scan_thumbnail,3898,3915,3898,691,/users/azibaeir/Research/Autotrace/results/CVE-2019-11041,/users/azibaeir/Research/Autotrace/logs/CVE-2019-11041.log
CVE-2019-13308,GetPixelChannels,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,3,soft_reject,ComplexImages,0,memory_write,Cr[i]=Ar[i]+Br[i];,ComplexImages,ComplexImages,ComplexImages,279,299,279,1034,/users/azibaeir/Research/Autotrace/results/CVE-2019-13308,/users/azibaeir/Research/Autotrace/logs/CVE-2019-13308.log
CVE-2011-0521,num,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,2,soft_reject,dvb_ca_ioctl,0,memory_write,av7110->ci_slot[info->num].type = FW_CI_LL_SUPPORT,dvb_ca_ioctl,dvb_ca_ioctl,dvb_ca_ioctl,283,282,283,208,/users/azibaeir/Research/Autotrace/results/CVE-2011-0521,/users/azibaeir/Research/Autotrace/logs/CVE-2011-0521.log
CVE-2012-5670,glyph_enc,Layer 1 soft reject,C,True,True,same_function_retry,True,True,False,False,2,soft_reject,_bdf_parse_glyphs,1723,memory_write,glyph = font->glyphs + ( font->glyphs_used - 1 );,_bdf_parse_glyphs,_bdf_parse_glyphs,_bdf_parse_glyphs,1723,1747,1723,257,/users/azibaeir/Research/Autotrace/results/CVE-2012-5670,/users/azibaeir/Research/Autotrace/logs/CVE-2012-5670.log
CVE-2013-0874,sep,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,True,2,soft_reject,doubles2str,237,arithmetic,ap += l;,doubles2str,doubles2str; shorts2str,doubles2str,253,224,253,335,/users/azibaeir/Research/Autotrace/results/CVE-2013-0874,/users/azibaeir/Research/Autotrace/logs/CVE-2013-0874.log
CVE-2013-6381,req_len,Layer 1 hard reject,C,True,False,same_function_retry,True,True,False,False,2,hard_reject,qeth_snmp_command,4470,memory_write,"memcpy(&cmd->data.setadapterparms.data.snmp, &ureq",memdup_user,qeth_snmp_command,qeth_snmp_command,4470,101,4470,202,/users/azibaeir/Research/Autotrace/results/CVE-2013-6381,/users/azibaeir/Research/Autotrace/logs/CVE-2013-6381.log
CVE-2014-4608,ip,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,2,soft_reject,lzo1x_decompress_safe,0,arithmetic,NEED_IP(t + 3);,lzo1x_decompress_safe,lzo1x_decompress_safe,lzo1x_decompress_safe,61,72,61,347,/users/azibaeir/Research/Autotrace/results/CVE-2014-4608,/users/azibaeir/Research/Autotrace/logs/CVE-2014-4608.log
CVE-2014-9669,end,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,2,soft_reject,tt_cmap8_validate,1708,control,if ( start_id + end - start >= TT_VALID_GLYPH_COUN,tt_cmap8_validate,tt_cmap8_validate; tt_cmap10_validate; tt_cmap12_validate; tt_cmap13_validate; tt_cmap14_validate,tt_cmap8_validate,1697,1685,1697,448,/users/azibaeir/Research/Autotrace/results/CVE-2014-9669,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9669.log
CVE-2014-9672,string_count,Layer 1 soft reject,C,True,True,failure,False,True,False,False,2,soft_reject,parse_fond,0,memory_write,"ft_memcpy( ps_name + ps_name_len, s + 1, s_len );",parse_fond,parse_fond,,0,473,453,755,/users/azibaeir/Research/Autotrace/results/CVE-2014-9672,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9672.log
CVE-2017-12876,image,Layer 1 hard reject,C,True,False,same_function_retry,True,True,False,False,2,hard_reject,ContrastStretchImage,1250,memory_write,pixel=(double) p[i];,ContrastStretchImage,ContrastStretchImage; EqualizeImage,ContrastStretchImage,1250,1123,1250,298,/users/azibaeir/Research/Autotrace/results/CVE-2017-12876,/users/azibaeir/Research/Autotrace/logs/CVE-2017-12876.log
CVE-2017-14040,image_height,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,2,soft_reject,tgatoimage,897,memory_write,image->comps[0].data[index] = r;,tgatoimage,tga_readheader; tgatoimage,tgatoimage,897,928,897,986,/users/azibaeir/Research/Autotrace/results/CVE-2017-14040,/users/azibaeir/Research/Autotrace/logs/CVE-2017-14040.log
CVE-2018-10675,mm,Layer 1 hard reject,C,True,False,same_function_retry,True,True,False,False,2,hard_reject,do_get_mempolicy,876,memory_read,*nmask = pol->w.user_nodemask;,do_get_mempolicy,do_get_mempolicy,do_get_mempolicy,881,154,881,578,/users/azibaeir/Research/Autotrace/results/CVE-2018-10675,/users/azibaeir/Research/Autotrace/logs/CVE-2018-10675.log
CVE-2018-11377,len,Layer 1 hard reject,C,True,False,same_function_retry,True,True,False,False,2,hard_reject,avr_op_analyze,0,memory_write,opcode = (buf[1] << 8) | buf[0]; // (Estimated sta,avr_op_analyze,avr_op_analyze,avr_op_analyze,1527,1529,1527,176,/users/azibaeir/Research/Autotrace/results/CVE-2018-11377,/users/azibaeir/Research/Autotrace/logs/CVE-2018-11377.log
CVE-2018-13095,di_aformat,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,2,soft_reject,xfs_dinode_verify,95,memory_read,atp = (xfs_attr_shortform_t *)XFS_DFORK_APTR(dip);,xfs_inode_from_disk,xfs_dinode_verify; xfs_dinode_verify_fork,xfs_dinode_verify,96,250,96,1625,/users/azibaeir/Research/Autotrace/results/CVE-2018-13095,/users/azibaeir/Research/Autotrace/logs/CVE-2018-13095.log
CVE-2018-13095,di_mode,Layer 1 soft reject,C,True,False,same_function_retry,True,True,False,False,2,soft_reject,xfs_dinode_verify,462,memory_read,case 0: /* Uninitialized inode ok. */ break;,xfs_inode_from_disk,xfs_dinode_verify; xfs_dinode_verify_fork,xfs_dinode_verify,645,250,645,1755,/users/azibaeir/Research/Autotrace/results/CVE-2018-13095,/users/azibaeir/Research/Autotrace/logs/CVE-2018-13095.log
